type,prefix,subset_id,subset_name,subset_types,subset_paths,subset_classes,subset_affects,rule_id,name,class,statement,force,following_information,notes,terms
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-IAS-LRQ,Listing Requests for Assessors,,Assessors MUST complete the Assessor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Assessor
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-IAS-LRQ,Listing Requests for Assessors,,Assessors MUST complete the Assessor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Assessor
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-IAS-LRQ,Listing Requests for Assessors,,Assessors MUST complete the Assessor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Assessor
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-CAS-WEB,Website Requirements for Advisors,,Advisors MUST have an appropriate web site that publicly supplies at least the following information in consistent machine-readable and human-readable formats:,MUST,"General description of the consulting or advisory service
Contact information
Types of consulting or advisory services offered
Optional: Positive attestations from customers or customer references",,"Advisor
Machine-Readable"
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-CAS-WEB,Website Requirements for Advisors,,Advisors MUST have an appropriate web site that publicly supplies at least the following information in consistent machine-readable and human-readable formats:,MUST,"General description of the consulting or advisory service
Contact information
Types of consulting or advisory services offered
Optional: Positive attestations from customers or customer references",,"Advisor
Machine-Readable"
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-CAS-WEB,Website Requirements for Advisors,,Advisors MUST have an appropriate web site that publicly supplies at least the following information in consistent machine-readable and human-readable formats:,MUST,"General description of the consulting or advisory service
Contact information
Types of consulting or advisory services offered
Optional: Positive attestations from customers or customer references",,"Advisor
Machine-Readable"
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-CAS-WEB,Website Requirements for Advisors,,Advisors MUST have an appropriate web site that publicly supplies at least the following information in consistent machine-readable and human-readable formats:,MUST,"General description of the consulting or advisory service
Contact information
Types of consulting or advisory services offered
Optional: Positive attestations from customers or customer references",,"Advisor
Machine-Readable"
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-CAS-WEB,Website Requirements for Advisors,,Advisors MUST have an appropriate web site that publicly supplies at least the following information in consistent machine-readable and human-readable formats:,MUST,"General description of the consulting or advisory service
Contact information
Types of consulting or advisory services offered
Optional: Positive attestations from customers or customer references",,"Advisor
Machine-Readable"
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-CAS-LRQ,Listing Requests for Advisors,,Advisors MUST complete the Advisor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Advisor
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-CAS-LRQ,Listing Requests for Advisors,,Advisors MUST complete the Advisor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Advisor
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-CAS-LRQ,Listing Requests for Advisors,,Advisors MUST complete the Advisor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Advisor
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-CAS-LRQ,Listing Requests for Advisors,,Advisors MUST complete the Advisor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Advisor
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-CAS-LRQ,Listing Requests for Advisors,,Advisors MUST complete the Advisor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Advisor
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-CAS-RFR,Advisor Responses to FedRAMP,,Advisors MUST reply to all requests from @fedramp.gov or @gsa.gov email addresses sent to the contact information provided in their advisor listing within 5 business days.,MUST,,,Advisor
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-CAS-RFR,Advisor Responses to FedRAMP,,Advisors MUST reply to all requests from @fedramp.gov or @gsa.gov email addresses sent to the contact information provided in their advisor listing within 5 business days.,MUST,,,Advisor
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-CAS-RFR,Advisor Responses to FedRAMP,,Advisors MUST reply to all requests from @fedramp.gov or @gsa.gov email addresses sent to the contact information provided in their advisor listing within 5 business days.,MUST,,,Advisor
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-CAS-RFR,Advisor Responses to FedRAMP,,Advisors MUST reply to all requests from @fedramp.gov or @gsa.gov email addresses sent to the contact information provided in their advisor listing within 5 business days.,MUST,,,Advisor
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-CAS-RFR,Advisor Responses to FedRAMP,,Advisors MUST reply to all requests from @fedramp.gov or @gsa.gov email addresses sent to the contact information provided in their advisor listing within 5 business days.,MUST,,,Advisor
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-IIP-AGU,Agency Use Cases,,Providers MUST demonstrate that a cloud service offering is intended for one of the following use cases:,MUST,"Direct Use: The product will be used directly by agency customers for integration into a federal information system that falls within the scope of 44 USC § 3506 and will receive an agency Authorization to Operate.
Indirect Use: The product will be included as a third-party information resource in other cloud service offerings that are directly used by agency customers.","FedRAMP will not list products or services that are outside the explicit statutory scope of FedRAMP; See MKT-FRP-SOF (Scope of FedRAMP).
Services used by private companies to meet other compliance requirements (such as CMMC) that do not also meet one of the above use cases are outside the scope of FedRAMP.","Agency
Cloud Service Offering
Information Resource
Provider
Third-Party Information Resource"
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-IIP-AGU,Agency Use Cases,,Providers MUST demonstrate that a cloud service offering is intended for one of the following use cases:,MUST,"Direct Use: The product will be used directly by agency customers for integration into a federal information system that falls within the scope of 44 USC § 3506 and will receive an agency Authorization to Operate.
Indirect Use: The product will be included as a third-party information resource in other cloud service offerings that are directly used by agency customers.","FedRAMP will not list products or services that are outside the explicit statutory scope of FedRAMP; See MKT-FRP-SOF (Scope of FedRAMP).
Services used by private companies to meet other compliance requirements (such as CMMC) that do not also meet one of the above use cases are outside the scope of FedRAMP.","Agency
Cloud Service Offering
Information Resource
Provider
Third-Party Information Resource"
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-IIP-AGU,Agency Use Cases,,Providers MUST demonstrate that a cloud service offering is intended for one of the following use cases:,MUST,"Direct Use: The product will be used directly by agency customers for integration into a federal information system that falls within the scope of 44 USC § 3506 and will receive an agency Authorization to Operate.
Indirect Use: The product will be included as a third-party information resource in other cloud service offerings that are directly used by agency customers.","FedRAMP will not list products or services that are outside the explicit statutory scope of FedRAMP; See MKT-FRP-SOF (Scope of FedRAMP).
Services used by private companies to meet other compliance requirements (such as CMMC) that do not also meet one of the above use cases are outside the scope of FedRAMP.","Agency
Cloud Service Offering
Information Resource
Provider
Third-Party Information Resource"
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-IIP-AGU,Agency Use Cases,,Providers MUST demonstrate that a cloud service offering is intended for one of the following use cases:,MUST,"Direct Use: The product will be used directly by agency customers for integration into a federal information system that falls within the scope of 44 USC § 3506 and will receive an agency Authorization to Operate.
Indirect Use: The product will be included as a third-party information resource in other cloud service offerings that are directly used by agency customers.","FedRAMP will not list products or services that are outside the explicit statutory scope of FedRAMP; See MKT-FRP-SOF (Scope of FedRAMP).
Services used by private companies to meet other compliance requirements (such as CMMC) that do not also meet one of the above use cases are outside the scope of FedRAMP.","Agency
Cloud Service Offering
Information Resource
Provider
Third-Party Information Resource"
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-IIP-AGU,Agency Use Cases,,Providers MUST demonstrate that a cloud service offering is intended for one of the following use cases:,MUST,"Direct Use: The product will be used directly by agency customers for integration into a federal information system that falls within the scope of 44 USC § 3506 and will receive an agency Authorization to Operate.
Indirect Use: The product will be included as a third-party information resource in other cloud service offerings that are directly used by agency customers.","FedRAMP will not list products or services that are outside the explicit statutory scope of FedRAMP; See MKT-FRP-SOF (Scope of FedRAMP).
Services used by private companies to meet other compliance requirements (such as CMMC) that do not also meet one of the above use cases are outside the scope of FedRAMP.","Agency
Cloud Service Offering
Information Resource
Provider
Third-Party Information Resource"
